"","mp.top.term","MGI.ID","MP.ID","MP.Term","mp.description","TS28.mutant.expression.detected","hp.top.term","HPO.superclass.description","mp.top.description"
"88","MP:0003631","MGI:95296","MP:0001082","abnormal geniculate ganglion morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"89","MP:0003631","MGI:96217","MP:0002152","abnormal brain morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"90","MP:0003631","MGI:95296","MP:0012805","decreased rhombomere 6 size","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"91","MP:0003631","MGI:104565","MP:0000636","enlarged pituitary gland","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"92","MP:0003631","MGI:1097716","MP:0004077","abnormal striatum morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"93","MP:0003631","MGI:104565","MP:0008939","increased pituitary gland weight","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"94","MP:0003631","MGI:1277959","MP:0009940","abnormal hippocampus pyramidal cell morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"95","MP:0003631","MGI:107444","MP:0000771","abnormal brain size","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"96","MP:0003631","MGI:95729","MP:0000823","abnormal lateral ventricle morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"97","MP:0003631","MGI:2444748","MP:0000787","abnormal telencephalon morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"98","MP:0003631","MGI:104853","MP:0003400","kinked neural tube","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"99","MP:0003631","MGI:95294","MP:0000852","small cerebellum","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"100","MP:0003631","MGI:1097716","MP:0000819","abnormal olfactory bulb morphology","nervous system phenotype","No","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"101","MP:0003631","MGI:1347464","MP:0012559","decreased forebrain volume","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"102","MP:0003631","MGI:95294","MP:0000788","abnormal cerebral cortex morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"103","MP:0003631","MGI:1097716","MP:0002741","small olfactory bulb","nervous system phenotype","No","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"104","MP:0003631","MGI:96435","MP:0005238","increased brain size","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"105","MP:0003631","MGI:2443963","MP:0002152","abnormal brain morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"106","MP:0003631","MGI:96067","MP:0000774","decreased brain size","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"107","MP:0003631","MGI:95813","MP:0000875","abnormal cerebellar Purkinje cell layer","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"108","MP:0003631","MGI:95296","MP:0001092","abnormal trigeminal ganglion morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"109","MP:0003631","MGI:88252","MP:0000914","exencephaly","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"110","MP:0003631","MGI:88276","MP:0005238","increased brain size","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"111","MP:0003631","MGI:95602","MP:0009970","increased hippocampus pyramidal cell number","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"112","MP:0003631","MGI:88253","MP:0000849","abnormal cerebellum morphology","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"113","MP:0003631","MGI:1861457","MP:0000914","exencephaly","nervous system phenotype","Yes","HP:0000707","Abnormality of the nervous system","nervous system phenotype"
"114","MP:0005367","MGI:109442","MP:0002989","small kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"115","MP:0005367","MGI:109442","MP:0002135","abnormal kidney morphology","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"116","MP:0005367","MGI:2177632","MP:0003917","increased kidney weight","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"117","MP:0005367","MGI:109442","MP:0000520","absent kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"118","MP:0005367","MGI:2670972","MP:0000520","absent kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"119","MP:0005367","MGI:1347463","MP:0002989","small kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"120","MP:0005367","MGI:98715","MP:0003068","enlarged kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"121","MP:0005367","MGI:87964","MP:0002135","abnormal kidney morphology","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"122","MP:0005367","MGI:1921303","MP:0003604","single kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"123","MP:0005367","MGI:95388","MP:0002989","small kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"124","MP:0005367","MGI:1921303","MP:0003675","kidney cysts","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"125","MP:0005367","MGI:2442184","MP:0003675","kidney cysts","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"126","MP:0005367","MGI:96435","MP:0003068","enlarged kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"127","MP:0005367","MGI:1338027","MP:0011364","abnormal metanephros morphology","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"128","MP:0005367","MGI:2385368","MP:0000520","absent kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"129","MP:0005367","MGI:98715","MP:0008528","polycystic kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"130","MP:0005367","MGI:1933388","MP:0003675","kidney cysts","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"131","MP:0005367","MGI:2177632","MP:0008528","polycystic kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"132","MP:0005367","MGI:87964","MP:0002136","abnormal kidney physiology","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"133","MP:0005367","MGI:1890081","MP:0001859","kidney inflammation","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"134","MP:0005367","MGI:2670972","MP:0002135","abnormal kidney morphology","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"135","MP:0005367","MGI:1338027","MP:0000520","absent kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"136","MP:0005367","MGI:1933388","MP:0003068","enlarged kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"137","MP:0005367","MGI:1921303","MP:0000520","absent kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"138","MP:0005367","MGI:1338027","MP:0002989","small kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"139","MP:0005367","MGI:1921303","MP:0008528","polycystic kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"140","MP:0005367","MGI:107231","MP:0004860","dilated kidney collecting duct","renal/urinary system phenotype","No","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"141","MP:0005367","MGI:1921303","MP:0002989","small kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"142","MP:0005367","MGI:1933388","MP:0008528","polycystic kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"143","MP:0005367","MGI:1916577","MP:0002135","abnormal kidney morphology","renal/urinary system phenotype","No","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"144","MP:0005367","MGI:109442","MP:0003604","single kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"145","MP:0005367","MGI:1347463","MP:0003605","fused kidneys","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"146","MP:0005367","MGI:103302","MP:0011387","absent metanephric mesenchyme","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"147","MP:0005367","MGI:2670972","MP:0003604","single kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"148","MP:0005367","MGI:2385368","MP:0003604","single kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"149","MP:0005367","MGI:98715","MP:0003675","kidney cysts","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"150","MP:0005367","MGI:1338027","MP:0003604","single kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"151","MP:0005367","MGI:2177632","MP:0003068","enlarged kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"152","MP:0005367","MGI:1933388","MP:0003606","kidney failure","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"153","MP:0005367","MGI:2385368","MP:0003675","kidney cysts","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"154","MP:0005367","MGI:2177632","MP:0003675","kidney cysts","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"155","MP:0005367","MGI:1096327","MP:0000520","absent kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"156","MP:0005367","MGI:95388","MP:0000520","absent kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"157","MP:0005367","MGI:87964","MP:0003985","renal fibrosis","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"158","MP:0005367","MGI:2143311","MP:0003675","kidney cysts","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"159","MP:0005367","MGI:1351351","MP:0003197","nephrocalcinosis","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"160","MP:0005367","MGI:2444465","MP:0000520","absent kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"161","MP:0005367","MGI:1336993","MP:0003917","increased kidney weight","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"162","MP:0005367","MGI:2385368","MP:0011364","abnormal metanephros morphology","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"163","MP:0005367","MGI:2385368","MP:0002989","small kidney","renal/urinary system phenotype","Yes","HP:0000119","Abnormality of the genitourinary system","renal/urinary system phenotype"
"164","MP:0005369","MGI:88467","MP:0005598","decreased ventricle muscle contractility","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"165","MP:0005369","MGI:88468","MP:0003098","decreased tendon stiffness","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"166","MP:0005369","MGI:88467","MP:0003098","decreased tendon stiffness","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"167","MP:0005369","MGI:87905","MP:0002190","disorganized myocardium","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"168","MP:0005369","MGI:2676556","MP:0002652","thin myocardium","muscle phenotype","No","HP:0003011","Abnormality of the musculature","muscle phenotype"
"169","MP:0005369","MGI:95664","MP:0002652","thin myocardium","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"170","MP:0005369","MGI:88468","MP:0005503","abnormal tendon morphology","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"171","MP:0005369","MGI:2150920","MP:0002652","thin myocardium","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"172","MP:0005369","MGI:94885","MP:0002652","thin myocardium","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"173","MP:0005369","MGI:105058","MP:0002279","abnormal diaphragm morphology","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"174","MP:0005369","MGI:88459","MP:0002279","abnormal diaphragm morphology","muscle phenotype","No","HP:0003011","Abnormality of the musculature","muscle phenotype"
"175","MP:0005369","MGI:101864","MP:0000752","dystrophic muscle","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
"176","MP:0005369","MGI:1341884","MP:0005329","abnormal myocardium layer morphology","muscle phenotype","Yes","HP:0003011","Abnormality of the musculature","muscle phenotype"
