"","MGI.ID","Structure","ALL.TS.mutant.expression.detected","Theiler Stage","Gene.Anatomy"
"162","MGI:101791","future spinal cord","Yes",19,"MGI:101791-future spinal cord"
"163","MGI:101791","glossopharyngeal ganglion","Yes",17,"MGI:101791-glossopharyngeal ganglion"
"164","MGI:101791","glossopharyngeal ganglion","Yes",19,"MGI:101791-glossopharyngeal ganglion"
"165","MGI:101791","heart","Yes",11,"MGI:101791-heart"
"166","MGI:101791","heart","Yes",15,"MGI:101791-heart"
"167","MGI:101791","heart right ventricle","No",20,"MGI:101791-heart right ventricle"
"168","MGI:101791","hindbrain","Yes",17,"MGI:101791-hindbrain"
"169","MGI:101791","hindbrain","Yes",19,"MGI:101791-hindbrain"
"170","MGI:101791","hindbrain","Yes",20,"MGI:101791-hindbrain"
"171","MGI:101791","hindbrain","Yes",22,"MGI:101791-hindbrain"
"172","MGI:101791","hindbrain","Yes",24,"MGI:101791-hindbrain"
"173","MGI:101791","medial ganglionic eminence","Yes",20,"MGI:101791-medial ganglionic eminence"
"174","MGI:101791","mesenchyme derived from splanchnopleure","Yes",15,"MGI:101791-mesenchyme derived from splanchnopleure"
"175","MGI:101791","metencephalon","Yes",21,"MGI:101791-metencephalon"
"176","MGI:101791","midbrain","Yes",17,"MGI:101791-midbrain"
"177","MGI:101791","midbrain","Ambiguous_NotSpecified_Contradictory",19,"MGI:101791-midbrain"
"178","MGI:101791","midbrain","Ambiguous_NotSpecified_Contradictory",20,"MGI:101791-midbrain"
"179","MGI:101791","midbrain","Ambiguous_NotSpecified_Contradictory",26,"MGI:101791-midbrain"
"180","MGI:101791","midbrain-hindbrain junction","Yes",19,"MGI:101791-midbrain-hindbrain junction"
"181","MGI:101791","migrating neural crest","Yes",17,"MGI:101791-migrating neural crest"
"182","MGI:101791","myelencephalon","Yes",19,"MGI:101791-myelencephalon"
"183","MGI:101791","neural retina","Yes",25,"MGI:101791-neural retina"
"184","MGI:101791","neural retina","Yes",26,"MGI:101791-neural retina"
"185","MGI:101791","neural tube","Ambiguous_NotSpecified_Contradictory",15,"MGI:101791-neural tube"
"186","MGI:101791","neural tube","Ambiguous_NotSpecified_Contradictory",17,"MGI:101791-neural tube"
"187","MGI:101791","neural tube","Yes",18,"MGI:101791-neural tube"
"188","MGI:101791","neural tube","Yes",19,"MGI:101791-neural tube"
"189","MGI:101791","neural tube basal columns","Yes",19,"MGI:101791-neural tube basal columns"
"190","MGI:101791","neural tube floor plate","Yes",17,"MGI:101791-neural tube floor plate"
"191","MGI:101791","neural tube lateral wall","Ambiguous_NotSpecified_Contradictory",15,"MGI:101791-neural tube lateral wall"
"192","MGI:101791","neural tube lateral wall","Ambiguous_NotSpecified_Contradictory",17,"MGI:101791-neural tube lateral wall"
"193","MGI:101791","neural tube lateral wall","Yes",19,"MGI:101791-neural tube lateral wall"
"194","MGI:101791","neural tube mantle layer","Yes",19,"MGI:101791-neural tube mantle layer"
"195","MGI:101791","neural tube ventricular layer","Yes",19,"MGI:101791-neural tube ventricular layer"
"196","MGI:101791","otocyst","Yes",17,"MGI:101791-otocyst"
"197","MGI:101791","outflow tract","Yes",15,"MGI:101791-outflow tract"
"198","MGI:101791","outflow tract","Yes",19,"MGI:101791-outflow tract"
"199","MGI:101791","outflow tract","Yes",20,"MGI:101791-outflow tract"
"200","MGI:101791","outflow tract cardiac muscle","Yes",17,"MGI:101791-outflow tract cardiac muscle"
"201","MGI:101791","outflow tract distal part","Yes",19,"MGI:101791-outflow tract distal part"
"202","MGI:101791","pancreas","Yes",22,"MGI:101791-pancreas"
"203","MGI:101791","pancreas","Yes",23,"MGI:101791-pancreas"
"204","MGI:101791","pancreas","Yes",26,"MGI:101791-pancreas"
"205","MGI:101791","pancreas primordium","Ambiguous_NotSpecified_Contradictory",15,"MGI:101791-pancreas primordium"
"206","MGI:101791","pancreas primordium","Yes",18,"MGI:101791-pancreas primordium"
"207","MGI:101791","pituitary gland","Yes",20,"MGI:101791-pituitary gland"
"208","MGI:101791","primitive heart tube","Yes",12,"MGI:101791-primitive heart tube"
"209","MGI:101791","Rathke's pouch","Yes",17,"MGI:101791-Rathke's pouch"
"210","MGI:101791","Rathke's pouch","No",19,"MGI:101791-Rathke's pouch"
"211","MGI:101791","retina inner nuclear layer","Yes",26,"MGI:101791-retina inner nuclear layer"
"212","MGI:101791","rhombomere 1","Yes",17,"MGI:101791-rhombomere 1"
"213","MGI:101791","rhombomere 4","Yes",18,"MGI:101791-rhombomere 4"
"214","MGI:101791","rhombomere 5","Yes",17,"MGI:101791-rhombomere 5"
"215","MGI:101791","right atrium","Yes",19,"MGI:101791-right atrium"
"216","MGI:101791","right atrium","No",20,"MGI:101791-right atrium"
"217","MGI:101791","secondary heart field","Yes",12,"MGI:101791-secondary heart field"
"218","MGI:101791","sinoatrial node","No",19,"MGI:101791-sinoatrial node"
"219","MGI:101791","sinoatrial node","No",20,"MGI:101791-sinoatrial node"
"220","MGI:101791","sinoatrial node","No",21,"MGI:101791-sinoatrial node"
"221","MGI:101791","spinal component of peripheral nervous system","Ambiguous_NotSpecified_Contradictory",21,"MGI:101791-spinal component of peripheral nervous system"
"222","MGI:101791","spinal cord","Yes",20,"MGI:101791-spinal cord"
"223","MGI:101791","spinal cord","Yes",21,"MGI:101791-spinal cord"
"224","MGI:101791","spinal cord","Yes",22,"MGI:101791-spinal cord"
"225","MGI:101791","spinal cord","Yes",23,"MGI:101791-spinal cord"
"226","MGI:101791","spinal cord lateral wall","Yes",21,"MGI:101791-spinal cord lateral wall"
"227","MGI:101791","spinal cord lumbar region","Yes",21,"MGI:101791-spinal cord lumbar region"
"228","MGI:101791","spinal cord mantle layer","Yes",20,"MGI:101791-spinal cord mantle layer"
"229","MGI:101791","spinal cord mantle layer","Yes",21,"MGI:101791-spinal cord mantle layer"
"230","MGI:101791","spinal cord mantle layer","Yes",22,"MGI:101791-spinal cord mantle layer"
"231","MGI:101791","spinal cord mantle layer","Yes",23,"MGI:101791-spinal cord mantle layer"
"232","MGI:101791","spinal cord mantle layer","Yes",24,"MGI:101791-spinal cord mantle layer"
"233","MGI:101791","spinal cord mantle layer","Yes",25,"MGI:101791-spinal cord mantle layer"
"234","MGI:101791","spinal ganglion","Yes",17,"MGI:101791-spinal ganglion"
"235","MGI:101791","spinal nerve","Yes",17,"MGI:101791-spinal nerve"
"236","MGI:101791","spinal nerve","Ambiguous_NotSpecified_Contradictory",21,"MGI:101791-spinal nerve"
"237","MGI:101791","stomach","Yes",20,"MGI:101791-stomach"
"238","MGI:101791","sympathetic ganglion","Yes",20,"MGI:101791-sympathetic ganglion"
"239","MGI:101791","tail neural tube","Yes",17,"MGI:101791-tail neural tube"
"240","MGI:101791","telencephalon","Yes",19,"MGI:101791-telencephalon"
"241","MGI:101791","telencephalon","Yes",26,"MGI:101791-telencephalon"
"242","MGI:101791","trigeminal ganglion","Yes",17,"MGI:101791-trigeminal ganglion"
"243","MGI:101791","trigeminal ganglion","Yes",18,"MGI:101791-trigeminal ganglion"
"244","MGI:101791","trigeminal ganglion","Yes",19,"MGI:101791-trigeminal ganglion"
"245","MGI:101791","trigeminal ganglion","Yes",20,"MGI:101791-trigeminal ganglion"
"246","MGI:101791","trigeminal ganglion","Yes",21,"MGI:101791-trigeminal ganglion"
"247","MGI:101791","trigeminal ganglion","Yes",22,"MGI:101791-trigeminal ganglion"
"248","MGI:101791","trunk mesenchyme","Yes",15,"MGI:101791-trunk mesenchyme"
"249","MGI:101791","vagus ganglion","Yes",17,"MGI:101791-vagus ganglion"
"250","MGI:101791","vagus ganglion","Yes",19,"MGI:101791-vagus ganglion"
"251","MGI:101805","skeletal muscle","Yes",25,"MGI:101805-skeletal muscle"
"252","MGI:101815","forelimb bud","No",17,"MGI:101815-forelimb bud"
"253","MGI:101815","forelimb bud mesenchyme","Yes",17,"MGI:101815-forelimb bud mesenchyme"
"254","MGI:101815","hindlimb bud","No",17,"MGI:101815-hindlimb bud"
"255","MGI:101815","limb","Yes",17,"MGI:101815-limb"
"256","MGI:101825","1st branchial arch","Yes",16,"MGI:101825-1st branchial arch"
"257","MGI:101825","2nd branchial arch","Yes",16,"MGI:101825-2nd branchial arch"
"258","MGI:101825","heart","Yes",16,"MGI:101825-heart"
"259","MGI:101825","trunk","Yes",16,"MGI:101825-trunk"
"260","MGI:101834","lung","Yes",22,"MGI:101834-lung"
"261","MGI:101834","neural retina","Yes",26,"MGI:101834-neural retina"
"262","MGI:101836","embryo","Yes",17,"MGI:101836-embryo"
"263","MGI:101838","embryo","Yes",13,"MGI:101838-embryo"
"264","MGI:101838","embryo","Yes",15,"MGI:101838-embryo"
"265","MGI:101838","foregut-midgut junction","Yes",15,"MGI:101838-foregut-midgut junction"
"266","MGI:101838","liver","Yes",20,"MGI:101838-liver"
"267","MGI:101838","liver","Yes",21,"MGI:101838-liver"
"268","MGI:101838","liver","Yes",22,"MGI:101838-liver"
"269","MGI:101838","liver","Yes",23,"MGI:101838-liver"
"270","MGI:101838","liver","Yes",24,"MGI:101838-liver"
"271","MGI:101849","embryo","Yes",9,"MGI:101849-embryo"
"272","MGI:101863","embryo","Yes",17,"MGI:101863-embryo"
"273","MGI:101864","axial musculature","Yes",23,"MGI:101864-axial musculature"
"274","MGI:101864","brain","Ambiguous_NotSpecified_Contradictory",25,"MGI:101864-brain"
"275","MGI:101864","cardiac muscle tissue","Yes",23,"MGI:101864-cardiac muscle tissue"
"276","MGI:101864","cerebellum","Yes",26,"MGI:101864-cerebellum"
"277","MGI:101864","diaphragm","Yes",26,"MGI:101864-diaphragm"
"278","MGI:101864","embryo","Yes",15,"MGI:101864-embryo"
"279","MGI:101864","forebrain","Yes",26,"MGI:101864-forebrain"
"280","MGI:101864","intercostal muscle","Yes",23,"MGI:101864-intercostal muscle"
"281","MGI:101864","lung","Yes",23,"MGI:101864-lung"
"282","MGI:101864","quadriceps femoris muscle","Yes",26,"MGI:101864-quadriceps femoris muscle"
"283","MGI:101864","tongue muscle","Yes",23,"MGI:101864-tongue muscle"
"284","MGI:101876","blastocyst-stage conceptus","Yes",5,"MGI:101876-blastocyst-stage conceptus"
"285","MGI:101876","head","Yes",15,"MGI:101876-head"
"286","MGI:101876","heart","Yes",15,"MGI:101876-heart"
"287","MGI:101876","trunk","Yes",15,"MGI:101876-trunk"
"288","MGI:101877","spinal cord","Yes",26,"MGI:101877-spinal cord"
"289","MGI:101884","blastocyst-stage conceptus","Yes",4,"MGI:101884-blastocyst-stage conceptus"
"290","MGI:101884","brown fat","Yes",25,"MGI:101884-brown fat"
"291","MGI:101884","brown fat","Yes",26,"MGI:101884-brown fat"
"292","MGI:101893","1-cell stage conceptus","Yes",1,"MGI:101893-1-cell stage conceptus"
"293","MGI:101893","2-cell stage conceptus","Yes",2,"MGI:101893-2-cell stage conceptus"
"294","MGI:101893","8-cell stage embryo","Yes",3,"MGI:101893-8-cell stage embryo"
"295","MGI:101893","allantois","Yes",12,"MGI:101893-allantois"
"296","MGI:101893","amnion","Yes",12,"MGI:101893-amnion"
"297","MGI:101893","blastocyst","Ambiguous_NotSpecified_Contradictory",4,"MGI:101893-blastocyst"
"298","MGI:101893","blastocyst","Yes",6,"MGI:101893-blastocyst"
"299","MGI:101893","blastocyst-stage conceptus","Yes",4,"MGI:101893-blastocyst-stage conceptus"
"300","MGI:101893","blastocyst-stage conceptus","Yes",5,"MGI:101893-blastocyst-stage conceptus"
"301","MGI:101893","compacted morula","Yes",3,"MGI:101893-compacted morula"
"302","MGI:101893","conceptus","Yes",4,"MGI:101893-conceptus"
"303","MGI:101893","embryo","Yes",6,"MGI:101893-embryo"
"304","MGI:101893","embryo","Yes",7,"MGI:101893-embryo"
"305","MGI:101893","embryo","Yes",8,"MGI:101893-embryo"
"306","MGI:101893","embryo","Yes",9,"MGI:101893-embryo"
"307","MGI:101893","embryo","Ambiguous_NotSpecified_Contradictory",11,"MGI:101893-embryo"
"308","MGI:101893","embryo","Ambiguous_NotSpecified_Contradictory",13,"MGI:101893-embryo"
"309","MGI:101893","embryo","Yes",17,"MGI:101893-embryo"
"310","MGI:101893","embryo ectoderm","Yes",9,"MGI:101893-embryo ectoderm"
"311","MGI:101893","embryo ectoderm","Yes",12,"MGI:101893-embryo ectoderm"
"312","MGI:101893","epiblast","Ambiguous_NotSpecified_Contradictory",6,"MGI:101893-epiblast"
"313","MGI:101893","epiblast","Ambiguous_NotSpecified_Contradictory",7,"MGI:101893-epiblast"
"314","MGI:101893","epiblast","Ambiguous_NotSpecified_Contradictory",8,"MGI:101893-epiblast"
"315","MGI:101893","extraembryonic component","Yes",8,"MGI:101893-extraembryonic component"
"316","MGI:101893","extraembryonic component","Yes",13,"MGI:101893-extraembryonic component"
"317","MGI:101893","extraembryonic visceral endoderm","Yes",12,"MGI:101893-extraembryonic visceral endoderm"
"318","MGI:101893","germ cell of testis","Ambiguous_NotSpecified_Contradictory",21,"MGI:101893-germ cell of testis"
"319","MGI:101893","inner cell mass","Ambiguous_NotSpecified_Contradictory",4,"MGI:101893-inner cell mass"
"320","MGI:101893","inner cell mass","Yes",5,"MGI:101893-inner cell mass"
"321","MGI:101893","morula-stage conceptus","Yes",3,"MGI:101893-morula-stage conceptus"
"322","MGI:101893","morula-stage conceptus","Yes",4,"MGI:101893-morula-stage conceptus"
"323","MGI:101893","nervous system","Yes",15,"MGI:101893-nervous system"
"324","MGI:101893","neural tube","Yes",15,"MGI:101893-neural tube"
"325","MGI:101893","ovary","Yes",20,"MGI:101893-ovary"
"326","MGI:101893","ovary","Yes",21,"MGI:101893-ovary"
"327","MGI:101893","ovary","Yes",23,"MGI:101893-ovary"
"328","MGI:101893","ovary","Yes",25,"MGI:101893-ovary"
"329","MGI:101893","ovary","Yes",26,"MGI:101893-ovary"
"330","MGI:101893","primordial germ cell","Yes",13,"MGI:101893-primordial germ cell"
"331","MGI:101893","primordial germ cell","Yes",15,"MGI:101893-primordial germ cell"
"332","MGI:101893","primordial germ cell","Yes",17,"MGI:101893-primordial germ cell"
"333","MGI:101893","primordial germ cell of base of allantois","Yes",13,"MGI:101893-primordial germ cell of base of allantois"
"334","MGI:101893","primordial germ cell of gonad","Yes",19,"MGI:101893-primordial germ cell of gonad"
"335","MGI:101893","primordial germ cell of gonad","Yes",20,"MGI:101893-primordial germ cell of gonad"
"336","MGI:101893","primordial germ cell of hindgut","Yes",12,"MGI:101893-primordial germ cell of hindgut"
"337","MGI:101893","primordial germ cell of hindgut","Yes",15,"MGI:101893-primordial germ cell of hindgut"
"338","MGI:101893","testis","No",21,"MGI:101893-testis"
"339","MGI:101893","testis","Yes",22,"MGI:101893-testis"
